sequence,event_id,ledger_id,timestamp,protocol_version,record_type,scenario,approach,mode,transaction_id,client_id,version,template,dataset_version,dataset_commitment,data_summary_hash,evidence_bundle_hash,evidence_bundle_artifact_hash,evidence_bundle_artifact_relpath,validator_version,rubric_version,governance_policy_version,evidence_manifest_hash,evidence_hash,data_manifest_hash,data_manifest_validation_hash,metadata_validation_status,dimension_scores,final_governance_values_hash,pscore,policy_profile_id,hps_accept_threshold,hps_reject_threshold,critical_profile_direct_threshold,critical_profile_review_threshold,critical_profile_threshold_applied,critical_profile_threshold_name,critical_dimension_threshold,critical_dimensions,critical_hps,critical_dimension_min,arq_boundary_policy,arq_region,review_policy_id,review_recommendation,review_reason_code,review_reason_text,governance_archetype,risk_archetype,initial_action,final_action,action,review_outcome,manual_review_required,manual_review_disposition,safe_default_applied,current_session_eligibility,reassessment_eligibility,n_samples,position,percentile,cia_confidentiality,cia_integrity,cia_availability,cia_high_water,business_impact,client_required_security_class,client_required_security_tier,security_class,security_tier,computed_strictest_security_class,computed_strictest_security_tier,current_survivor_strictest_class,current_survivor_strictest_tier,session_locked_security_class,session_locked_security_tier,session_profile_locked,admission_receipt_hash,admission_receipt_signature_hash,admission_receipt_artifact_hash,admission_receipt_artifact_relpath,admission_expires_at,session_id,session_epoch,parent_session_id,parent_session_security_decision_hash,session_reform_reason,session_security_decision_hash,session_security_decision_signature_hash,session_decision_artifact_hash,session_decision_artifact_relpath,session_decision_expires_at,risk_assessment_hash,revocation_status,execution_mode,requested_benchmark_tier,round_id,event_status,verification_stage,violation_type,reason_code,violation_details,signature_verified,freshness_verified,pofc_verified,semantic_verified,rate_limit_ok,blocked_before_aggregation,payload_hash,envelope_hash,key_id,signature_hash,global_model_hash,model_schema_hash,crypto_mechanism,crypto_backend,parameter_set_id,key_tag,expanded,ks_applied,shares_available,shares_required,can_finalize,comm_factor,crypto_overhead_ms,noise_std,ciphertext_commitment,evaluation_key_commitment,ciphertext_attestation_artifact_hash,ciphertext_attestation_artifact_relpath,submission_artifact_hash,submission_artifact_relpath,artifact_type,artifact_id,artifact_hash,artifact_relpath,local_ledger_id,local_event_hash,local_ledger_head_hash,crypto_ledger_id,crypto_event_hash,crypto_ledger_head_hash,subledger_manifest_hash,subledger_seal_count,prev_hash,row_hash,bundle_hash,checkpoint_signature
1,1fed2baa35d3d76355555f86d170cde3,ddbb791970c7af7cb6c2976cdd236dad3ce47b7e7503504b8b3b941bc09ff1d9,2026-08-14T10:05:22.038546+00:00,TADP-SEC/11.7,CLIENT_ACCEPTED_SUBMISSION,T1_Plain_TADP,,,,client_000,,,,,,,,,,,2.2-phase1-fixed-threshold-dual-critical-profile,8c9f9e340707a5cae92bf2155fa9f7c34a2a1a747777ef6d2d979b5067681037,38158ed1330762350bc3297ac83d04caed7b5e73679070f9fe573ac1ccd605d9,c946899accd13d9feee6f339ae7add33ecd036b3034da37164daf636a67bce1a,bb064b9ad5872d816260ec21154b6ba0e4864d68942880ba1509756f47d7334c,VALIDATED_EVIDENCE_BUNDLE,,,,,,,,,,,,,,,,,,,,,,,,,UPDATE_SUBMITTED_ENFORCED,,False,NOT_REQUIRED_AUTOMATED_POLICY,False,,,,,,,,,,,,,C1_PUBLIC,1,,,,,,,,b6fbea1831de9b0a99d8e4ab375dbf24e3740a7f3592c02a6f8dc4f1ba0b6482,74a01915d5ccacca35d78e1a0f171f22ba5e5dcc6df64cc28da909f6236e24a2,,,2026-08-15T09:15:27.359823+00:00,5150b4b75b7f6ce3b016fcb7a93c8d0a,,,,,044cd77c1f4a025145291edfd291a56f2d92a033e2e35c3c1d0fba18b86c8963,6feaa460f3b005d241338e38b5cf20aaf4c2f4560945448d636bffdf3a9e71db,,,2026-08-14T11:05:21.979775+00:00,fde286833f93903f2613114b99a7a6c639f0f4ab617f792fb935e1fae2275ec0,active,,,1,ACCEPTED,ALL_BASELINE_CONTROLS,,,,True,True,True,True,True,False,dehtOfMEQ7JFqqZHOzLOgzzvq8IaSaGf3jcjl8PSOvg=,55bc1e2f59276763a4635f0f15090681b0f886c900b75ab6d9ff529404fa7a72,kr0+AFsMXaloRClI9coQVFfOILFphXzhz70hcU7MZlI=,8b30a41cdced86a58adf67797156d8c51a874a491e9fd2a5e5427d906cd91b6d,QMH+Ff47Wvvh3Nq05m8N3gkvH6NvqRIWySpBF6qE02s=,531a86dc685ec70c3ba63eacbcf5e61399d30d10a268196e695f5a8d50c69157,,,,,,,,,,,,,,,,,847ca309154fb92046fc7600846fb6fae17651d5146877ca2f07d76e61143b5f,audit_trails/artifacts/accepted_runtime_submissions/T1_Plain_TADP_client_000_r1_55bc1e2f59276763__847ca309154fb920.json,,,,,,,,,,,,,9e6f73ae708c76653de59a6e380cd3f93177d9a61afdf779ce19aef18cd6d6b7,ed82d0ca20f3ecadf41c6e17f6480b8bce823c1c7ae70d3537ba6d56b5970f31,,
2,53fd770482ce41537ab9fe7ad0ecb30f,ddbb791970c7af7cb6c2976cdd236dad3ce47b7e7503504b8b3b941bc09ff1d9,2026-08-14T10:05:22.059834+00:00,TADP-SEC/11.7,CLIENT_CIPHERTEXT_BINDING,T1_Plain_TADP,,,,client_000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIPHERTEXT_BOUND_TO_SIGNED_UPDATE,,,,,,,,,,,,,,,,,C1_PUBLIC,1,,,,,,,,,,,,,5150b4b75b7f6ce3b016fcb7a93c8d0a,,,,,,,,,,,,,,1,VERIFIED,,,,,True,,,,,False,dehtOfMEQ7JFqqZHOzLOgzzvq8IaSaGf3jcjl8PSOvg=,55bc1e2f59276763a4635f0f15090681b0f886c900b75ab6d9ff529404fa7a72,kr0+AFsMXaloRClI9coQVFfOILFphXzhz70hcU7MZlI=,28cc8ea4a3b559738c2047279ba97dbac9e996b7bda0f0e0186af70894328c4a,QMH+Ff47Wvvh3Nq05m8N3gkvH6NvqRIWySpBF6qE02s=,531a86dc685ec70c3ba63eacbcf5e61399d30d10a268196e695f5a8d50c69157,plaintext_update_no_noise,reference_python,n=|logq=|scale=|scheme=plain,plain,,,,,,,,,eab5ee79fead803d3b0d27abf8fd3ce5a325bf0e4be80d0a686acadf046b7bcd,,ea55473d489fc2a12e4f0189aa46a3488036c944ba221f9451a168ef4ed20ee3,audit_trails/artifacts/ciphertext_attestations/T1_Plain_TADP_client_000_r1_d3e84ed8fc6f25f2__ea55473d489fc2a1.json,,,,,,,,,,,,,,,ed82d0ca20f3ecadf41c6e17f6480b8bce823c1c7ae70d3537ba6d56b5970f31,2ca546f581c5979faa7351639e52ecc75d0384be6358efdb47d6cfc16ea3c572,,
3,499e82331315158657f23e5f25179ee1,ddbb791970c7af7cb6c2976cdd236dad3ce47b7e7503504b8b3b941bc09ff1d9,2026-08-14T10:05:23.087757+00:00,TADP-SEC/11.7,CLIENT_ACCEPTED_SUBMISSION,T1_Plain_TADP,,,,client_000,,,,,,,,,,,2.2-phase1-fixed-threshold-dual-critical-profile,8c9f9e340707a5cae92bf2155fa9f7c34a2a1a747777ef6d2d979b5067681037,38158ed1330762350bc3297ac83d04caed7b5e73679070f9fe573ac1ccd605d9,c946899accd13d9feee6f339ae7add33ecd036b3034da37164daf636a67bce1a,bb064b9ad5872d816260ec21154b6ba0e4864d68942880ba1509756f47d7334c,VALIDATED_EVIDENCE_BUNDLE,,,,,,,,,,,,,,,,,,,,,,,,,UPDATE_SUBMITTED_ENFORCED,,False,NOT_REQUIRED_AUTOMATED_POLICY,False,,,,,,,,,,,,,C1_PUBLIC,1,,,,,,,,b6fbea1831de9b0a99d8e4ab375dbf24e3740a7f3592c02a6f8dc4f1ba0b6482,74a01915d5ccacca35d78e1a0f171f22ba5e5dcc6df64cc28da909f6236e24a2,,,2026-08-15T09:15:27.359823+00:00,5150b4b75b7f6ce3b016fcb7a93c8d0a,,,,,044cd77c1f4a025145291edfd291a56f2d92a033e2e35c3c1d0fba18b86c8963,6feaa460f3b005d241338e38b5cf20aaf4c2f4560945448d636bffdf3a9e71db,,,2026-08-14T11:05:21.979775+00:00,fde286833f93903f2613114b99a7a6c639f0f4ab617f792fb935e1fae2275ec0,active,,,2,ACCEPTED,ALL_BASELINE_CONTROLS,,,,True,True,True,True,True,False,OagLSvnGB502sCPwQmZcKjw/N3ocStzKFpbScheuuLA=,70d4d2640e86835192f4259f6cfa6cf305ec2f79da24898636aeeddf79153d95,kr0+AFsMXaloRClI9coQVFfOILFphXzhz70hcU7MZlI=,d2b476fe9e935c0e2f32bbc142f1e5114c0f0bdd6d9f5953dbf386d2d301eaa1,2RsewmRyIAOZbiaixHnIwbV3bX5ym19bUXNVvZhY4xc=,531a86dc685ec70c3ba63eacbcf5e61399d30d10a268196e695f5a8d50c69157,,,,,,,,,,,,,,,,,29d5b224835de8b1d6cad6fea0633cde831283d0d75155ad38b6703d1f02eae0,audit_trails/artifacts/accepted_runtime_submissions/T1_Plain_TADP_client_000_r2_70d4d2640e868351__29d5b224835de8b1.json,,,,,,,,,,,,,2ca546f581c5979faa7351639e52ecc75d0384be6358efdb47d6cfc16ea3c572,28e5c670a15a327f8bdb059d516726e8bfbce73e041d6ec47be7962c4e0bee58,,
4,5cd872343765137f382da0d9d92e217e,ddbb791970c7af7cb6c2976cdd236dad3ce47b7e7503504b8b3b941bc09ff1d9,2026-08-14T10:05:23.110741+00:00,TADP-SEC/11.7,CLIENT_CIPHERTEXT_BINDING,T1_Plain_TADP,,,,client_000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIPHERTEXT_BOUND_TO_SIGNED_UPDATE,,,,,,,,,,,,,,,,,C1_PUBLIC,1,,,,,,,,,,,,,5150b4b75b7f6ce3b016fcb7a93c8d0a,,,,,,,,,,,,,,2,VERIFIED,,,,,True,,,,,False,OagLSvnGB502sCPwQmZcKjw/N3ocStzKFpbScheuuLA=,70d4d2640e86835192f4259f6cfa6cf305ec2f79da24898636aeeddf79153d95,kr0+AFsMXaloRClI9coQVFfOILFphXzhz70hcU7MZlI=,2d94e903eae19a2e22300d52a162fd38d5fb3ed9e70d34774f135827372a8d2e,2RsewmRyIAOZbiaixHnIwbV3bX5ym19bUXNVvZhY4xc=,531a86dc685ec70c3ba63eacbcf5e61399d30d10a268196e695f5a8d50c69157,plaintext_update_no_noise,reference_python,n=|logq=|scale=|scheme=plain,plain,,,,,,,,,eab5ee79fead803d3b0d27abf8fd3ce5a325bf0e4be80d0a686acadf046b7bcd,,d612d9e7fd58d037d1741791bde8eebef8068cdd3907e8bcc8baeda565ad3dfb,audit_trails/artifacts/ciphertext_attestations/T1_Plain_TADP_client_000_r2_8b9f2c9275d829c4__d612d9e7fd58d037.json,,,,,,,,,,,,,,,28e5c670a15a327f8bdb059d516726e8bfbce73e041d6ec47be7962c4e0bee58,f00ffbeab1ef605e85b22d0efb9544e0a7f7ebbc5de68de0fb51028806f1f98b,,
5,2bfe392c93dfd9804f4ff6d814868f0f,ddbb791970c7af7cb6c2976cdd236dad3ce47b7e7503504b8b3b941bc09ff1d9,2026-08-14T10:05:24.123517+00:00,TADP-SEC/11.7,CLIENT_ACCEPTED_SUBMISSION,T1_Plain_TADP,,,,client_000,,,,,,,,,,,2.2-phase1-fixed-threshold-dual-critical-profile,8c9f9e340707a5cae92bf2155fa9f7c34a2a1a747777ef6d2d979b5067681037,38158ed1330762350bc3297ac83d04caed7b5e73679070f9fe573ac1ccd605d9,c946899accd13d9feee6f339ae7add33ecd036b3034da37164daf636a67bce1a,bb064b9ad5872d816260ec21154b6ba0e4864d68942880ba1509756f47d7334c,VALIDATED_EVIDENCE_BUNDLE,,,,,,,,,,,,,,,,,,,,,,,,,UPDATE_SUBMITTED_ENFORCED,,False,NOT_REQUIRED_AUTOMATED_POLICY,False,,,,,,,,,,,,,C1_PUBLIC,1,,,,,,,,b6fbea1831de9b0a99d8e4ab375dbf24e3740a7f3592c02a6f8dc4f1ba0b6482,74a01915d5ccacca35d78e1a0f171f22ba5e5dcc6df64cc28da909f6236e24a2,,,2026-08-15T09:15:27.359823+00:00,5150b4b75b7f6ce3b016fcb7a93c8d0a,,,,,044cd77c1f4a025145291edfd291a56f2d92a033e2e35c3c1d0fba18b86c8963,6feaa460f3b005d241338e38b5cf20aaf4c2f4560945448d636bffdf3a9e71db,,,2026-08-14T11:05:21.979775+00:00,fde286833f93903f2613114b99a7a6c639f0f4ab617f792fb935e1fae2275ec0,active,,,3,ACCEPTED,ALL_BASELINE_CONTROLS,,,,True,True,True,True,True,False,gpy+b0kHwoV6J9DXVSWli0mGruJvPjHkqKDavTZBFZE=,8273cce3c6d5f9d42222a56800baa007b85e8006965d9c3377c2e7eee7fd0fa8,kr0+AFsMXaloRClI9coQVFfOILFphXzhz70hcU7MZlI=,bf399d2f6dacff2b588eba12addb8d0f7a9d04b873158a20dea93541a7456a8f,Tc2YalXCvlxWO3+WrWxqnWPrMOgF+6FRYNYo/HHtDaY=,531a86dc685ec70c3ba63eacbcf5e61399d30d10a268196e695f5a8d50c69157,,,,,,,,,,,,,,,,,a578ef1c773d56e3bea16dc4a883e039e85645f8d710033e144a16058de5b537,audit_trails/artifacts/accepted_runtime_submissions/T1_Plain_TADP_client_000_r3_8273cce3c6d5f9d4__a578ef1c773d56e3.json,,,,,,,,,,,,,f00ffbeab1ef605e85b22d0efb9544e0a7f7ebbc5de68de0fb51028806f1f98b,2250f76443a3c08bc3919aced8d4bcb40662531f7d767d53d8a22c85b1a417f4,,
6,cf1b848684ebf2ce8a4034527908b2cf,ddbb791970c7af7cb6c2976cdd236dad3ce47b7e7503504b8b3b941bc09ff1d9,2026-08-14T10:05:24.142871+00:00,TADP-SEC/11.7,CLIENT_CIPHERTEXT_BINDING,T1_Plain_TADP,,,,client_000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIPHERTEXT_BOUND_TO_SIGNED_UPDATE,,,,,,,,,,,,,,,,,C1_PUBLIC,1,,,,,,,,,,,,,5150b4b75b7f6ce3b016fcb7a93c8d0a,,,,,,,,,,,,,,3,VERIFIED,,,,,True,,,,,False,gpy+b0kHwoV6J9DXVSWli0mGruJvPjHkqKDavTZBFZE=,8273cce3c6d5f9d42222a56800baa007b85e8006965d9c3377c2e7eee7fd0fa8,kr0+AFsMXaloRClI9coQVFfOILFphXzhz70hcU7MZlI=,9fd959c3f11cbf9c49d12892e19dc939d9841697b3c229ea1aee357fc13ec211,Tc2YalXCvlxWO3+WrWxqnWPrMOgF+6FRYNYo/HHtDaY=,531a86dc685ec70c3ba63eacbcf5e61399d30d10a268196e695f5a8d50c69157,plaintext_update_no_noise,reference_python,n=|logq=|scale=|scheme=plain,plain,,,,,,,,,eab5ee79fead803d3b0d27abf8fd3ce5a325bf0e4be80d0a686acadf046b7bcd,,12d842feed9eac8f33d38c4d37d8f278258e4cc8d4483a27ac305ec02e22947c,audit_trails/artifacts/ciphertext_attestations/T1_Plain_TADP_client_000_r3_ebb14432e854e603__12d842feed9eac8f.json,,,,,,,,,,,,,,,2250f76443a3c08bc3919aced8d4bcb40662531f7d767d53d8a22c85b1a417f4,218003ead02b3a8c901bfca45a127fb105d5377778f1eea8def054f6944007f1,,
7,cdff7e9359a488c10836fff5d0a2b33a,ddbb791970c7af7cb6c2976cdd236dad3ce47b7e7503504b8b3b941bc09ff1d9,2026-08-14T10:05:25.212378+00:00,TADP-SEC/11.7,CLIENT_ACCEPTED_SUBMISSION,T1_Plain_TADP,,,,client_000,,,,,,,,,,,2.2-phase1-fixed-threshold-dual-critical-profile,8c9f9e340707a5cae92bf2155fa9f7c34a2a1a747777ef6d2d979b5067681037,38158ed1330762350bc3297ac83d04caed7b5e73679070f9fe573ac1ccd605d9,c946899accd13d9feee6f339ae7add33ecd036b3034da37164daf636a67bce1a,bb064b9ad5872d816260ec21154b6ba0e4864d68942880ba1509756f47d7334c,VALIDATED_EVIDENCE_BUNDLE,,,,,,,,,,,,,,,,,,,,,,,,,UPDATE_SUBMITTED_ENFORCED,,False,NOT_REQUIRED_AUTOMATED_POLICY,False,,,,,,,,,,,,,C1_PUBLIC,1,,,,,,,,b6fbea1831de9b0a99d8e4ab375dbf24e3740a7f3592c02a6f8dc4f1ba0b6482,74a01915d5ccacca35d78e1a0f171f22ba5e5dcc6df64cc28da909f6236e24a2,,,2026-08-15T09:15:27.359823+00:00,5150b4b75b7f6ce3b016fcb7a93c8d0a,,,,,044cd77c1f4a025145291edfd291a56f2d92a033e2e35c3c1d0fba18b86c8963,6feaa460f3b005d241338e38b5cf20aaf4c2f4560945448d636bffdf3a9e71db,,,2026-08-14T11:05:21.979775+00:00,fde286833f93903f2613114b99a7a6c639f0f4ab617f792fb935e1fae2275ec0,active,,,4,ACCEPTED,ALL_BASELINE_CONTROLS,,,,True,True,True,True,True,False,f1kglX9JgfG+b4JojGEMFk+mhkgEJ+JqL7XyL7YK//M=,5a2e85a294b5e932693545ee1688a9d321e378180a2468edd1a957d409d93afd,kr0+AFsMXaloRClI9coQVFfOILFphXzhz70hcU7MZlI=,1c94bb495963330f2147e55b9a28cda79079472eb728c444c668051ae6fa20f4,Az7UEG1mL0nt03bo/o8bdzHzQl1FkoyZhzO4IOvJIlE=,531a86dc685ec70c3ba63eacbcf5e61399d30d10a268196e695f5a8d50c69157,,,,,,,,,,,,,,,,,9ce6d4190f23ec9bfbc8bfbcc2bf23af93ca96a86058fdbdfd8063a0feb87835,audit_trails/artifacts/accepted_runtime_submissions/T1_Plain_TADP_client_000_r4_5a2e85a294b5e932__9ce6d4190f23ec9b.json,,,,,,,,,,,,,218003ead02b3a8c901bfca45a127fb105d5377778f1eea8def054f6944007f1,0d7a769821d4015425062e21d499ff7296ba50c6f0204c5017185958deaec566,,
8,f5101b9e5b6efb95ece20c9b55c7fc6d,ddbb791970c7af7cb6c2976cdd236dad3ce47b7e7503504b8b3b941bc09ff1d9,2026-08-14T10:05:25.233773+00:00,TADP-SEC/11.7,CLIENT_CIPHERTEXT_BINDING,T1_Plain_TADP,,,,client_000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIPHERTEXT_BOUND_TO_SIGNED_UPDATE,,,,,,,,,,,,,,,,,C1_PUBLIC,1,,,,,,,,,,,,,5150b4b75b7f6ce3b016fcb7a93c8d0a,,,,,,,,,,,,,,4,VERIFIED,,,,,True,,,,,False,f1kglX9JgfG+b4JojGEMFk+mhkgEJ+JqL7XyL7YK//M=,5a2e85a294b5e932693545ee1688a9d321e378180a2468edd1a957d409d93afd,kr0+AFsMXaloRClI9coQVFfOILFphXzhz70hcU7MZlI=,fb941ffa4940cbcd91f641fc6e7f6e028427dc48d4d0f2eb68052300fdd04240,Az7UEG1mL0nt03bo/o8bdzHzQl1FkoyZhzO4IOvJIlE=,531a86dc685ec70c3ba63eacbcf5e61399d30d10a268196e695f5a8d50c69157,plaintext_update_no_noise,reference_python,n=|logq=|scale=|scheme=plain,plain,,,,,,,,,eab5ee79fead803d3b0d27abf8fd3ce5a325bf0e4be80d0a686acadf046b7bcd,,57bec53897f89411b54c47569a78836b387adbcbc2386df1fe51933e74cbc349,audit_trails/artifacts/ciphertext_attestations/T1_Plain_TADP_client_000_r4_05430306bded1a21__57bec53897f89411.json,,,,,,,,,,,,,,,0d7a769821d4015425062e21d499ff7296ba50c6f0204c5017185958deaec566,c408f851f7e95ed2ea8d03bd95ef45ee78cd29acf779fcb25000014d8a505087,,
9,de699d0e6fd245b0e7c8c6e77aae7440,ddbb791970c7af7cb6c2976cdd236dad3ce47b7e7503504b8b3b941bc09ff1d9,2026-08-14T10:05:26.264572+00:00,TADP-SEC/11.7,CLIENT_ACCEPTED_SUBMISSION,T1_Plain_TADP,,,,client_000,,,,,,,,,,,2.2-phase1-fixed-threshold-dual-critical-profile,8c9f9e340707a5cae92bf2155fa9f7c34a2a1a747777ef6d2d979b5067681037,38158ed1330762350bc3297ac83d04caed7b5e73679070f9fe573ac1ccd605d9,c946899accd13d9feee6f339ae7add33ecd036b3034da37164daf636a67bce1a,bb064b9ad5872d816260ec21154b6ba0e4864d68942880ba1509756f47d7334c,VALIDATED_EVIDENCE_BUNDLE,,,,,,,,,,,,,,,,,,,,,,,,,UPDATE_SUBMITTED_ENFORCED,,False,NOT_REQUIRED_AUTOMATED_POLICY,False,,,,,,,,,,,,,C1_PUBLIC,1,,,,,,,,b6fbea1831de9b0a99d8e4ab375dbf24e3740a7f3592c02a6f8dc4f1ba0b6482,74a01915d5ccacca35d78e1a0f171f22ba5e5dcc6df64cc28da909f6236e24a2,,,2026-08-15T09:15:27.359823+00:00,5150b4b75b7f6ce3b016fcb7a93c8d0a,,,,,044cd77c1f4a025145291edfd291a56f2d92a033e2e35c3c1d0fba18b86c8963,6feaa460f3b005d241338e38b5cf20aaf4c2f4560945448d636bffdf3a9e71db,,,2026-08-14T11:05:21.979775+00:00,fde286833f93903f2613114b99a7a6c639f0f4ab617f792fb935e1fae2275ec0,active,,,5,ACCEPTED,ALL_BASELINE_CONTROLS,,,,True,True,True,True,True,False,Koh6huNEy+jLSvPyz1G0dtTGbj8L9WfMcOKIJBGU7Ks=,31490a9950d2e7b904153d03c6e9af5cbb118e290a8a8385b41421770d429f7c,kr0+AFsMXaloRClI9coQVFfOILFphXzhz70hcU7MZlI=,5505b6e4e451497ff43091241961d789c724aefe7c5ec0f3531d0899628d2401,el+x1/7Cbj7oSUhkRO8GlvJf7ec0oNXzoFCSUJu4vNc=,531a86dc685ec70c3ba63eacbcf5e61399d30d10a268196e695f5a8d50c69157,,,,,,,,,,,,,,,,,59d83a91a705cb9f05236cfae7a825813915d01703905b51922e96dc7c6bc5ea,audit_trails/artifacts/accepted_runtime_submissions/T1_Plain_TADP_client_000_r5_31490a9950d2e7b9__59d83a91a705cb9f.json,,,,,,,,,,,,,c408f851f7e95ed2ea8d03bd95ef45ee78cd29acf779fcb25000014d8a505087,491b6c4092a26e3586ad338de11933aad1aa334b3b57c3680c20c5763a8b4977,,
10,7fea6173d35dd5ca2124bc8860dfcae5,ddbb791970c7af7cb6c2976cdd236dad3ce47b7e7503504b8b3b941bc09ff1d9,2026-08-14T10:05:26.283756+00:00,TADP-SEC/11.7,CLIENT_CIPHERTEXT_BINDING,T1_Plain_TADP,,,,client_000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIPHERTEXT_BOUND_TO_SIGNED_UPDATE,,,,,,,,,,,,,,,,,C1_PUBLIC,1,,,,,,,,,,,,,5150b4b75b7f6ce3b016fcb7a93c8d0a,,,,,,,,,,,,,,5,VERIFIED,,,,,True,,,,,False,Koh6huNEy+jLSvPyz1G0dtTGbj8L9WfMcOKIJBGU7Ks=,31490a9950d2e7b904153d03c6e9af5cbb118e290a8a8385b41421770d429f7c,kr0+AFsMXaloRClI9coQVFfOILFphXzhz70hcU7MZlI=,7e8cce6eaa26dff5b8aeeb209fe5f1cda32857fccab35197d29d653c8d43e00c,el+x1/7Cbj7oSUhkRO8GlvJf7ec0oNXzoFCSUJu4vNc=,531a86dc685ec70c3ba63eacbcf5e61399d30d10a268196e695f5a8d50c69157,plaintext_update_no_noise,reference_python,n=|logq=|scale=|scheme=plain,plain,,,,,,,,,eab5ee79fead803d3b0d27abf8fd3ce5a325bf0e4be80d0a686acadf046b7bcd,,026fe5eb8d9411a01d044ca09c762dc15a10bb291eb3b75358688b2b469bf30e,audit_trails/artifacts/ciphertext_attestations/T1_Plain_TADP_client_000_r5_d9e8153128330d55__026fe5eb8d9411a0.json,,,,,,,,,,,,,,,491b6c4092a26e3586ad338de11933aad1aa334b3b57c3680c20c5763a8b4977,7a2265d5b402931f3341f4783456ead0c3130041e58f20d47e7bbf708a8d5909,,
