sequence,event_id,ledger_id,timestamp,protocol_version,record_type,scenario,approach,mode,transaction_id,client_id,version,template,dataset_version,dataset_commitment,data_summary_hash,evidence_bundle_hash,evidence_bundle_artifact_hash,evidence_bundle_artifact_relpath,validator_version,rubric_version,governance_policy_version,evidence_manifest_hash,evidence_hash,data_manifest_hash,data_manifest_validation_hash,metadata_validation_status,dimension_scores,final_governance_values_hash,pscore,policy_profile_id,hps_accept_threshold,hps_reject_threshold,critical_profile_review_threshold,critical_profile_threshold_applied,critical_profile_threshold_name,critical_dimension_threshold,critical_dimensions,critical_hps,critical_dimension_min,arq_boundary_policy,arq_region,review_policy_id,review_recommendation,review_reason_code,review_reason_text,governance_archetype,risk_archetype,initial_action,final_action,action,review_outcome,manual_review_required,manual_review_disposition,safe_default_applied,current_session_eligibility,reassessment_eligibility,n_samples,position,percentile,cia_confidentiality,cia_integrity,cia_availability,cia_high_water,business_impact,client_required_security_class,client_required_security_tier,security_class,security_tier,computed_strictest_security_class,computed_strictest_security_tier,current_survivor_strictest_class,current_survivor_strictest_tier,session_locked_security_class,session_locked_security_tier,session_profile_locked,admission_receipt_hash,admission_receipt_signature_hash,admission_receipt_artifact_hash,admission_receipt_artifact_relpath,admission_expires_at,session_id,session_epoch,parent_session_id,parent_session_security_decision_hash,session_reform_reason,session_security_decision_hash,session_security_decision_signature_hash,session_decision_artifact_hash,session_decision_artifact_relpath,session_decision_expires_at,risk_assessment_hash,revocation_status,execution_mode,requested_benchmark_tier,round_id,event_status,verification_stage,violation_type,reason_code,violation_details,signature_verified,freshness_verified,pofc_verified,semantic_verified,rate_limit_ok,blocked_before_aggregation,payload_hash,envelope_hash,key_id,signature_hash,global_model_hash,model_schema_hash,crypto_mechanism,crypto_backend,parameter_set_id,key_tag,expanded,ks_applied,shares_available,shares_required,can_finalize,comm_factor,crypto_overhead_ms,noise_std,ciphertext_commitment,evaluation_key_commitment,ciphertext_attestation_artifact_hash,ciphertext_attestation_artifact_relpath,submission_artifact_hash,submission_artifact_relpath,artifact_type,artifact_id,artifact_hash,artifact_relpath,local_ledger_id,local_event_hash,local_ledger_head_hash,crypto_ledger_id,crypto_event_hash,crypto_ledger_head_hash,subledger_manifest_hash,subledger_seal_count,prev_hash,row_hash,bundle_hash,checkpoint_signature
1,cf5921f6c040866bb384fbddfa0cda41,2294a6db818131dc61451bd7429296261f634fbfa13ce65421a54461a1ab21e7,2026-08-24T22:54:41.711164+00:00,TADP-SEC/14.0,CLIENT_ACCEPTED_SUBMISSION,T1_Plain_TADP,,,,client_010,,,,,,,,,,,2.3-phase1-fixed-threshold-critical-floor-review-profile,e910eb11d46f5a33a9f6a7d996c6c242f2a4caa089255874076d8ae12155dc94,5443f0a4afaf5c0fb295d61b9b95b923182110e33de33b41977cb9e988b24ef4,9e60740d1dd896089e45487695aa79b20080d5c264b77c0fea1c1ac12c9ce8f9,a8b2d722881c829dfc81d1cc907d08fab83eadcafeffa1f3ae108f954e358c31,VALIDATED_EVIDENCE_BUNDLE,,,,,,,,,,,,,,,,,,,,,,,,UPDATE_SUBMITTED_ENFORCED,,False,NOT_REQUIRED_AUTOMATED_POLICY,False,,,,,,,,,,,,,C1_PUBLIC,1,,,,,,,,bc243b919502cff2994776e94f8dd746a53483eb0ecc4ea3226c34cbbce611e2,c380923cc747087509cf0b793721adfac582a3d253e41b0fc1bb0aa25e0aae17,,,2026-08-25T22:32:04.883782+00:00,e878c886c2fce5669a5abdfd2cf12d11,,,,,80467a1951f575569b9d5a1589ff2eaaa2003be9007744f2b34141dde5521ad1,f2b14f9d80c666ab005ad941036b0ad284f2ba09098ec9ba2c48cc2786e88891,,,2026-08-25T22:54:40.997990+00:00,75d46ecd684a2dc4b6a8e27daff7fed8db3fae5cae653b9ddb3099795df8cd6c,active,,,1,ACCEPTED,ALL_BASELINE_CONTROLS,,,,True,True,True,True,True,False,Y9DY+i8HVA0pEXnmQCAoQoLCp2JG/PFA+mpsEd0tHfo=,5793ce8a7833dd5637bdee8a2290398b5c9d0549908071e7f80746d8accf4103,dWJ13gEX3UdJr7BMP4PvSCANrMWmPtu8q7nFAmisq0k=,de4cace606f62b09dec36367112524ba5937176405c68677d1574a5ade9e3250,MUKy9PXfefybJdPNavwdKZNHJzbHyDxO2GyrtojA/DA=,d2de0eecb364b6ad6dfd68c57fbb2b61edd7f408c047202d5ab95910a24e2627,,,,,,,,,,,,,,,,,255ca3c8768c384c1e50c78fd8a0364f992286ffeaffbe2303da23152cf930c5,audit_trails/artifacts/accepted_runtime_submissions/T1_Plain_TADP_client_010_r1_5793ce8a7833dd56__255ca3c8768c384c.json,,,,,,,,,,,,,d0829abcfde7cc9ad87f2bc1bca7425c0ff1eacbd2b1d7d6e3f69bf84160b7cc,2cca7f22eaee1de659a9d1262434ee4ce8daff693f8a6ce2cb365aa084dd03de,,
2,04d3f74723146ec470cb184d7850b3dd,2294a6db818131dc61451bd7429296261f634fbfa13ce65421a54461a1ab21e7,2026-08-24T22:54:41.728723+00:00,TADP-SEC/14.0,CLIENT_CIPHERTEXT_BINDING,T1_Plain_TADP,,,,client_010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIPHERTEXT_BOUND_TO_SIGNED_UPDATE,,,,,,,,,,,,,,,,,C1_PUBLIC,1,,,,,,,,,,,,,e878c886c2fce5669a5abdfd2cf12d11,,,,,,,,,,,,,,1,VERIFIED,,,,,True,,,,,False,Y9DY+i8HVA0pEXnmQCAoQoLCp2JG/PFA+mpsEd0tHfo=,5793ce8a7833dd5637bdee8a2290398b5c9d0549908071e7f80746d8accf4103,dWJ13gEX3UdJr7BMP4PvSCANrMWmPtu8q7nFAmisq0k=,b90d47cff7a74d4148f6544b18eb4c587c35a7d393e24a529c1a29f790c41fbe,MUKy9PXfefybJdPNavwdKZNHJzbHyDxO2GyrtojA/DA=,d2de0eecb364b6ad6dfd68c57fbb2b61edd7f408c047202d5ab95910a24e2627,plaintext_update_no_noise,reference_python,n=|logq=|scale=|scheme=plain,plain,,,,,,,,,f6a4a3ed9e1bb33940d4bc422dccaa504d40de41eeb1567aa332589c739d8030,,7bd88363809f3f8683a4509f3a0996c064d16f246dedea629892dbe805b94e44,audit_trails/artifacts/ciphertext_attestations/T1_Plain_TADP_client_010_r1_ae3e4c744f5473bf__7bd88363809f3f86.json,,,,,,,,,,,,,,,2cca7f22eaee1de659a9d1262434ee4ce8daff693f8a6ce2cb365aa084dd03de,edfc27cc393c6a0c15cc0e387ce198a141d7c2e256b1c6012dd9c11ae48c56b5,,
3,e61e22afb87d7e98f12be6ba2b308cc8,2294a6db818131dc61451bd7429296261f634fbfa13ce65421a54461a1ab21e7,2026-08-24T22:54:43.084311+00:00,TADP-SEC/14.0,CLIENT_ACCEPTED_SUBMISSION,T1_Plain_TADP,,,,client_010,,,,,,,,,,,2.3-phase1-fixed-threshold-critical-floor-review-profile,e910eb11d46f5a33a9f6a7d996c6c242f2a4caa089255874076d8ae12155dc94,5443f0a4afaf5c0fb295d61b9b95b923182110e33de33b41977cb9e988b24ef4,9e60740d1dd896089e45487695aa79b20080d5c264b77c0fea1c1ac12c9ce8f9,a8b2d722881c829dfc81d1cc907d08fab83eadcafeffa1f3ae108f954e358c31,VALIDATED_EVIDENCE_BUNDLE,,,,,,,,,,,,,,,,,,,,,,,,UPDATE_SUBMITTED_ENFORCED,,False,NOT_REQUIRED_AUTOMATED_POLICY,False,,,,,,,,,,,,,C1_PUBLIC,1,,,,,,,,bc243b919502cff2994776e94f8dd746a53483eb0ecc4ea3226c34cbbce611e2,c380923cc747087509cf0b793721adfac582a3d253e41b0fc1bb0aa25e0aae17,,,2026-08-25T22:32:04.883782+00:00,e878c886c2fce5669a5abdfd2cf12d11,,,,,80467a1951f575569b9d5a1589ff2eaaa2003be9007744f2b34141dde5521ad1,f2b14f9d80c666ab005ad941036b0ad284f2ba09098ec9ba2c48cc2786e88891,,,2026-08-25T22:54:40.997990+00:00,75d46ecd684a2dc4b6a8e27daff7fed8db3fae5cae653b9ddb3099795df8cd6c,active,,,2,ACCEPTED,ALL_BASELINE_CONTROLS,,,,True,True,True,True,True,False,2KpVvf5+NzlWx0jWOI2O7nDxkvuxZ9xotwz9HyRzzxU=,1ef8526287a8476afd65318b7b232f9aca24cd52180a393b30c12539a0b06f21,dWJ13gEX3UdJr7BMP4PvSCANrMWmPtu8q7nFAmisq0k=,7eb35b129990b0f24feeb32678e32406dab3adf5d0a963c9aabf6765959c7f75,Mf379fjLP/ouPva07ABfuagSm6OA6v86uWQHOOGuYBU=,d2de0eecb364b6ad6dfd68c57fbb2b61edd7f408c047202d5ab95910a24e2627,,,,,,,,,,,,,,,,,998874d86e2a972b7ce06ef49586a73e9017a8ccb6e9a19c382b76f17b3c49cc,audit_trails/artifacts/accepted_runtime_submissions/T1_Plain_TADP_client_010_r2_1ef8526287a8476a__998874d86e2a972b.json,,,,,,,,,,,,,edfc27cc393c6a0c15cc0e387ce198a141d7c2e256b1c6012dd9c11ae48c56b5,32dfd40c03539008e509e8fdd1168d4808b2ab93b31d6c35dd30dda0a7791fb6,,
4,94141fc1e21ca573d93169e94f5d90bf,2294a6db818131dc61451bd7429296261f634fbfa13ce65421a54461a1ab21e7,2026-08-24T22:54:43.107778+00:00,TADP-SEC/14.0,CLIENT_CIPHERTEXT_BINDING,T1_Plain_TADP,,,,client_010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIPHERTEXT_BOUND_TO_SIGNED_UPDATE,,,,,,,,,,,,,,,,,C1_PUBLIC,1,,,,,,,,,,,,,e878c886c2fce5669a5abdfd2cf12d11,,,,,,,,,,,,,,2,VERIFIED,,,,,True,,,,,False,2KpVvf5+NzlWx0jWOI2O7nDxkvuxZ9xotwz9HyRzzxU=,1ef8526287a8476afd65318b7b232f9aca24cd52180a393b30c12539a0b06f21,dWJ13gEX3UdJr7BMP4PvSCANrMWmPtu8q7nFAmisq0k=,6571a8c01796c7849253e94935b5445a5fd3e216049a2c82ed48de6354bc9e23,Mf379fjLP/ouPva07ABfuagSm6OA6v86uWQHOOGuYBU=,d2de0eecb364b6ad6dfd68c57fbb2b61edd7f408c047202d5ab95910a24e2627,plaintext_update_no_noise,reference_python,n=|logq=|scale=|scheme=plain,plain,,,,,,,,,f6a4a3ed9e1bb33940d4bc422dccaa504d40de41eeb1567aa332589c739d8030,,8657c244bfda132a73c0a3aa7fba4edd9af15138c5e1f4fe0e867d122c5077d8,audit_trails/artifacts/ciphertext_attestations/T1_Plain_TADP_client_010_r2_a8c14c7690516c91__8657c244bfda132a.json,,,,,,,,,,,,,,,32dfd40c03539008e509e8fdd1168d4808b2ab93b31d6c35dd30dda0a7791fb6,ae4cbb2c11fb3eebd422335a1a68c9adb2b09ac578fe3b56d5a6966a03003b66,,
5,932487bf51b06c7a0f5f1e472d92e62e,2294a6db818131dc61451bd7429296261f634fbfa13ce65421a54461a1ab21e7,2026-08-24T22:54:44.358763+00:00,TADP-SEC/14.0,CLIENT_ACCEPTED_SUBMISSION,T1_Plain_TADP,,,,client_010,,,,,,,,,,,2.3-phase1-fixed-threshold-critical-floor-review-profile,e910eb11d46f5a33a9f6a7d996c6c242f2a4caa089255874076d8ae12155dc94,5443f0a4afaf5c0fb295d61b9b95b923182110e33de33b41977cb9e988b24ef4,9e60740d1dd896089e45487695aa79b20080d5c264b77c0fea1c1ac12c9ce8f9,a8b2d722881c829dfc81d1cc907d08fab83eadcafeffa1f3ae108f954e358c31,VALIDATED_EVIDENCE_BUNDLE,,,,,,,,,,,,,,,,,,,,,,,,UPDATE_SUBMITTED_ENFORCED,,False,NOT_REQUIRED_AUTOMATED_POLICY,False,,,,,,,,,,,,,C1_PUBLIC,1,,,,,,,,bc243b919502cff2994776e94f8dd746a53483eb0ecc4ea3226c34cbbce611e2,c380923cc747087509cf0b793721adfac582a3d253e41b0fc1bb0aa25e0aae17,,,2026-08-25T22:32:04.883782+00:00,e878c886c2fce5669a5abdfd2cf12d11,,,,,80467a1951f575569b9d5a1589ff2eaaa2003be9007744f2b34141dde5521ad1,f2b14f9d80c666ab005ad941036b0ad284f2ba09098ec9ba2c48cc2786e88891,,,2026-08-25T22:54:40.997990+00:00,75d46ecd684a2dc4b6a8e27daff7fed8db3fae5cae653b9ddb3099795df8cd6c,active,,,3,ACCEPTED,ALL_BASELINE_CONTROLS,,,,True,True,True,True,True,False,gdNxG1aihmi5XbssBD18DPvZQzsP0m9DbF0py7m9VzE=,21ee77e23e5397002cd1b5729c579e3a9e12a5ba0e83f3cbfc0afe3d08e0520b,dWJ13gEX3UdJr7BMP4PvSCANrMWmPtu8q7nFAmisq0k=,4aef6df43eb10dbd6052220024976d23b8fd97c751eb74e32db8140453ee26d4,GQ9X2iz65bg5nRoK1e18Q8dkbrEYeMBirHq4yj5VVGM=,d2de0eecb364b6ad6dfd68c57fbb2b61edd7f408c047202d5ab95910a24e2627,,,,,,,,,,,,,,,,,2a4566a206984d1acd7d6827348b4bb7a5ff77ea4e6e224e3a06533be4bd5631,audit_trails/artifacts/accepted_runtime_submissions/T1_Plain_TADP_client_010_r3_21ee77e23e539700__2a4566a206984d1a.json,,,,,,,,,,,,,ae4cbb2c11fb3eebd422335a1a68c9adb2b09ac578fe3b56d5a6966a03003b66,26fdbe8392b0e84222802683982d63b82d9bff286b23e833cd0324271ef37324,,
6,0a4d18fdb167e863effdb0dc0381e6c1,2294a6db818131dc61451bd7429296261f634fbfa13ce65421a54461a1ab21e7,2026-08-24T22:54:44.376692+00:00,TADP-SEC/14.0,CLIENT_CIPHERTEXT_BINDING,T1_Plain_TADP,,,,client_010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIPHERTEXT_BOUND_TO_SIGNED_UPDATE,,,,,,,,,,,,,,,,,C1_PUBLIC,1,,,,,,,,,,,,,e878c886c2fce5669a5abdfd2cf12d11,,,,,,,,,,,,,,3,VERIFIED,,,,,True,,,,,False,gdNxG1aihmi5XbssBD18DPvZQzsP0m9DbF0py7m9VzE=,21ee77e23e5397002cd1b5729c579e3a9e12a5ba0e83f3cbfc0afe3d08e0520b,dWJ13gEX3UdJr7BMP4PvSCANrMWmPtu8q7nFAmisq0k=,e6fb965e931fdb42baa0b5bc84334f890f8ab122280068f43a645d8157052a83,GQ9X2iz65bg5nRoK1e18Q8dkbrEYeMBirHq4yj5VVGM=,d2de0eecb364b6ad6dfd68c57fbb2b61edd7f408c047202d5ab95910a24e2627,plaintext_update_no_noise,reference_python,n=|logq=|scale=|scheme=plain,plain,,,,,,,,,f6a4a3ed9e1bb33940d4bc422dccaa504d40de41eeb1567aa332589c739d8030,,f0981468ff341fd7ddf4456549c00de459402217e629ab4eb19566b68d039948,audit_trails/artifacts/ciphertext_attestations/T1_Plain_TADP_client_010_r3_0bd5fd047a24fe69__f0981468ff341fd7.json,,,,,,,,,,,,,,,26fdbe8392b0e84222802683982d63b82d9bff286b23e833cd0324271ef37324,28bb9dd87fd671347796a05e52c35b58369843f4f29bc6fe4fed0b89c8890075,,
7,b3db7071cb4297ffc2d48c944d6af3f5,2294a6db818131dc61451bd7429296261f634fbfa13ce65421a54461a1ab21e7,2026-08-24T22:54:45.459807+00:00,TADP-SEC/14.0,CLIENT_ACCEPTED_SUBMISSION,T1_Plain_TADP,,,,client_010,,,,,,,,,,,2.3-phase1-fixed-threshold-critical-floor-review-profile,e910eb11d46f5a33a9f6a7d996c6c242f2a4caa089255874076d8ae12155dc94,5443f0a4afaf5c0fb295d61b9b95b923182110e33de33b41977cb9e988b24ef4,9e60740d1dd896089e45487695aa79b20080d5c264b77c0fea1c1ac12c9ce8f9,a8b2d722881c829dfc81d1cc907d08fab83eadcafeffa1f3ae108f954e358c31,VALIDATED_EVIDENCE_BUNDLE,,,,,,,,,,,,,,,,,,,,,,,,UPDATE_SUBMITTED_ENFORCED,,False,NOT_REQUIRED_AUTOMATED_POLICY,False,,,,,,,,,,,,,C1_PUBLIC,1,,,,,,,,bc243b919502cff2994776e94f8dd746a53483eb0ecc4ea3226c34cbbce611e2,c380923cc747087509cf0b793721adfac582a3d253e41b0fc1bb0aa25e0aae17,,,2026-08-25T22:32:04.883782+00:00,e878c886c2fce5669a5abdfd2cf12d11,,,,,80467a1951f575569b9d5a1589ff2eaaa2003be9007744f2b34141dde5521ad1,f2b14f9d80c666ab005ad941036b0ad284f2ba09098ec9ba2c48cc2786e88891,,,2026-08-25T22:54:40.997990+00:00,75d46ecd684a2dc4b6a8e27daff7fed8db3fae5cae653b9ddb3099795df8cd6c,active,,,4,ACCEPTED,ALL_BASELINE_CONTROLS,,,,True,True,True,True,True,False,l7c2OqD/aXWfS1CxXJoUR2D8P8qkcB7R4ieha3ctE3k=,3cdaa19771b3b49562d6d535e3a1ea83a2551b48558d4a99f009b2ea27149a01,dWJ13gEX3UdJr7BMP4PvSCANrMWmPtu8q7nFAmisq0k=,4069ccf26aa9dae2fdf083bf8cc22c8e90c0d616514311321b44dfb7c6717281,3LLe+kHMlj1TjXgwceeCgwOT0R8Po7dRnEjK6xAMavg=,d2de0eecb364b6ad6dfd68c57fbb2b61edd7f408c047202d5ab95910a24e2627,,,,,,,,,,,,,,,,,a76f8777ef35c2115435bb6da90a4251fb8032053b0efd6a319df8407761186d,audit_trails/artifacts/accepted_runtime_submissions/T1_Plain_TADP_client_010_r4_3cdaa19771b3b495__a76f8777ef35c211.json,,,,,,,,,,,,,28bb9dd87fd671347796a05e52c35b58369843f4f29bc6fe4fed0b89c8890075,306519718ed1c0041c6ffb5ff986c35131af13faca6cde0d64669e7c6a9c607c,,
8,07dcf72d3bec26e3551ab6f01f53b8e9,2294a6db818131dc61451bd7429296261f634fbfa13ce65421a54461a1ab21e7,2026-08-24T22:54:45.479288+00:00,TADP-SEC/14.0,CLIENT_CIPHERTEXT_BINDING,T1_Plain_TADP,,,,client_010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIPHERTEXT_BOUND_TO_SIGNED_UPDATE,,,,,,,,,,,,,,,,,C1_PUBLIC,1,,,,,,,,,,,,,e878c886c2fce5669a5abdfd2cf12d11,,,,,,,,,,,,,,4,VERIFIED,,,,,True,,,,,False,l7c2OqD/aXWfS1CxXJoUR2D8P8qkcB7R4ieha3ctE3k=,3cdaa19771b3b49562d6d535e3a1ea83a2551b48558d4a99f009b2ea27149a01,dWJ13gEX3UdJr7BMP4PvSCANrMWmPtu8q7nFAmisq0k=,c697067cea97bdc6d8443ce9f85fd177f632402493abc9cf803621f3ba21c635,3LLe+kHMlj1TjXgwceeCgwOT0R8Po7dRnEjK6xAMavg=,d2de0eecb364b6ad6dfd68c57fbb2b61edd7f408c047202d5ab95910a24e2627,plaintext_update_no_noise,reference_python,n=|logq=|scale=|scheme=plain,plain,,,,,,,,,f6a4a3ed9e1bb33940d4bc422dccaa504d40de41eeb1567aa332589c739d8030,,19d37964cdb5602106e233fc30d3dd2fbd8d5b385ace3f84915def905610efd5,audit_trails/artifacts/ciphertext_attestations/T1_Plain_TADP_client_010_r4_8f049a99cc4c184b__19d37964cdb56021.json,,,,,,,,,,,,,,,306519718ed1c0041c6ffb5ff986c35131af13faca6cde0d64669e7c6a9c607c,fd23112d0eb18994bfa3484c6297b045e41feaef1c865893d4745ed3e7fe9053,,
9,f683f915d18ba04cd4e773ea103c8060,2294a6db818131dc61451bd7429296261f634fbfa13ce65421a54461a1ab21e7,2026-08-24T22:54:46.534148+00:00,TADP-SEC/14.0,CLIENT_ACCEPTED_SUBMISSION,T1_Plain_TADP,,,,client_010,,,,,,,,,,,2.3-phase1-fixed-threshold-critical-floor-review-profile,e910eb11d46f5a33a9f6a7d996c6c242f2a4caa089255874076d8ae12155dc94,5443f0a4afaf5c0fb295d61b9b95b923182110e33de33b41977cb9e988b24ef4,9e60740d1dd896089e45487695aa79b20080d5c264b77c0fea1c1ac12c9ce8f9,a8b2d722881c829dfc81d1cc907d08fab83eadcafeffa1f3ae108f954e358c31,VALIDATED_EVIDENCE_BUNDLE,,,,,,,,,,,,,,,,,,,,,,,,UPDATE_SUBMITTED_ENFORCED,,False,NOT_REQUIRED_AUTOMATED_POLICY,False,,,,,,,,,,,,,C1_PUBLIC,1,,,,,,,,bc243b919502cff2994776e94f8dd746a53483eb0ecc4ea3226c34cbbce611e2,c380923cc747087509cf0b793721adfac582a3d253e41b0fc1bb0aa25e0aae17,,,2026-08-25T22:32:04.883782+00:00,e878c886c2fce5669a5abdfd2cf12d11,,,,,80467a1951f575569b9d5a1589ff2eaaa2003be9007744f2b34141dde5521ad1,f2b14f9d80c666ab005ad941036b0ad284f2ba09098ec9ba2c48cc2786e88891,,,2026-08-25T22:54:40.997990+00:00,75d46ecd684a2dc4b6a8e27daff7fed8db3fae5cae653b9ddb3099795df8cd6c,active,,,5,ACCEPTED,ALL_BASELINE_CONTROLS,,,,True,True,True,True,True,False,sl3ZqVoE7/vmUZUx7JAGmlar6zTtfOl8sGfCk0wXJjA=,8a6eaab2e24ad453fe429449ed74b05f0674e59f467c57373adbf775cc4619a9,dWJ13gEX3UdJr7BMP4PvSCANrMWmPtu8q7nFAmisq0k=,cba2d23eb26b58f57f7d9384653b7718e20d95ff2eb1eaf610cda3e539cd247c,D2V111VWWDTfQSLkSrlcCoSHCp56LCdqpNUuiXc+3bQ=,d2de0eecb364b6ad6dfd68c57fbb2b61edd7f408c047202d5ab95910a24e2627,,,,,,,,,,,,,,,,,a3ee21ee92c8a84d04e61228f2b71cd150fee0ef655b99b58f8898163f514d16,audit_trails/artifacts/accepted_runtime_submissions/T1_Plain_TADP_client_010_r5_8a6eaab2e24ad453__a3ee21ee92c8a84d.json,,,,,,,,,,,,,fd23112d0eb18994bfa3484c6297b045e41feaef1c865893d4745ed3e7fe9053,4141972836569d2e901c4c4f17c4981766f15b4d353b5feb1238e5d865f871cc,,
10,1ff0615cbf7d44265af87c8f24b9f789,2294a6db818131dc61451bd7429296261f634fbfa13ce65421a54461a1ab21e7,2026-08-24T22:54:46.552991+00:00,TADP-SEC/14.0,CLIENT_CIPHERTEXT_BINDING,T1_Plain_TADP,,,,client_010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIPHERTEXT_BOUND_TO_SIGNED_UPDATE,,,,,,,,,,,,,,,,,C1_PUBLIC,1,,,,,,,,,,,,,e878c886c2fce5669a5abdfd2cf12d11,,,,,,,,,,,,,,5,VERIFIED,,,,,True,,,,,False,sl3ZqVoE7/vmUZUx7JAGmlar6zTtfOl8sGfCk0wXJjA=,8a6eaab2e24ad453fe429449ed74b05f0674e59f467c57373adbf775cc4619a9,dWJ13gEX3UdJr7BMP4PvSCANrMWmPtu8q7nFAmisq0k=,e4f2887071b5bf94ef6f36e9f53d92e2fcffa55ee637f8bbab5a71e77921cc4a,D2V111VWWDTfQSLkSrlcCoSHCp56LCdqpNUuiXc+3bQ=,d2de0eecb364b6ad6dfd68c57fbb2b61edd7f408c047202d5ab95910a24e2627,plaintext_update_no_noise,reference_python,n=|logq=|scale=|scheme=plain,plain,,,,,,,,,f6a4a3ed9e1bb33940d4bc422dccaa504d40de41eeb1567aa332589c739d8030,,9978d28f8aeb6f30a24adcf3b0bc086b60d1097c460153a84357f0ab6ab77dbb,audit_trails/artifacts/ciphertext_attestations/T1_Plain_TADP_client_010_r5_351e84b211513897__9978d28f8aeb6f30.json,,,,,,,,,,,,,,,4141972836569d2e901c4c4f17c4981766f15b4d353b5feb1238e5d865f871cc,6e83e460493530d7ede8441bb0e87a32f1a49c8a23c0187da139a6a2051c99ce,,
